text,label
curhat cape banget jalan tangga 4 kerja tidur makan main main suruh jaga sumpah cape banget butuh tanggung mertua suka pulang minggu minggu bulan campur suka sindir wa kdrt 4 cerai bilang perempuan hak cerai,0
dah minggu chat fon ana 5 pulang ongkos emang kangen ea emang si sakit lumayan ea emang cuek rubah kayak chat jarang sibuk main ama si bocah sd juang ldr,0
kesel banget vc pencet,0
maaf bunda curhat ayah 2 kelas 2 sd 5 manja salah g bilang tau hidup susah jajan hari 50 100 makan pesan salah urut mau kadang takut bawa susah banget kemarin sakit dokter telat makan emang gitu jajan,0
saudara d 2 tinggal sakit komplikasi 5 ayah tinggal izin usia bilang bu buru buru terima takut hidup kasi hidup tidak apa apa miskin tidak apa apa hina terima teman hidup d akn tuntu 2 hasil cerita kurang beli baju iur sedih d beli rokok rajin petan d ladang maaf banget tau mesti cerita cape suka marah kayak titip beli pikir 1 jenis 2 jenis dosa takut,0
pakai kartu warna merah isi pulsa pulsa kunci riwayat layan digital kali potong pulsa mana kesel isi paket pulsa kurang tau layan digital tau,0
bunda bunda curhat nikah 3 1 selamat nikah jujur uang nikah perlu jatah 50 ribu minggu jatah suka 50 ribu nikah kasih gede 100 jatah 50 minggu di rumah 50 ribu abis tunggu minggu sedih kadang capek batin suka sedih hari gang duit bunda cerai tahan tua tidak tau kayak gin,1
mak kunjung mertua pas lebaran beda kabupaten,0
cerita emang sepel aneh mertua jarang banget lihat status suka status mertua gilir bikin status mertua suka lihat na post menit suka pikir benci,0
alam hamil motor usia kandung motor usia kadang takut kandung 17 minggu motor motor,0
bunda dapat singkat cerita janda perempuan usia 7 milik bayi bayi pisah usia 4 asuh mertua jarak bandung bogor paksa penuh butuh mantan 9 ketemu 2 3 x besok libur minggu libur banget bunda rencana bogor en ketemu laki lemari perempuan selam 2 ajak bogor bunda jaga asa perempuan bayi laki,0
paham banyak laki sepi abai pilih n cerita jatuh cinta laki,0
sih capek marah jadi lampias,1
hujan salam kenal,0
cerita y sakit hati luang baca surat aljabar nabi paket kena musibah iya mujarab y doa aljabar,1
curhat bunda nikah 5 tumpang tua kadang sedih suka omong tetangga banding banding nikah si anu pinjam bang bunda makan hari tabung perlu 4 taun masuk tk bunda kadang suka kesel kadang suka,0
curhat 3 saudara abang kakak perempuan abang hidup biaya makan posisi jomblo mam 1 kakak perempuan janda 2 lajang bayi hasil nikah sekolah swasta kelas 2 smk problem kakak kontrak serabutan wa pinjam duit makan sekolah susu bayar kontra abang bayar listrik dll salah saran kakak perempuan pulang kampung kampung tinggal kontrak bantu gaji pas jomblo mam biaya sekolah bayar kontra dll mertua keluarga kakak lepas tang bingung sisi kakak butuh maaf kali curhat,0
do rezeki pinjam kembali butuh penuh enak susah cari pinjam tempat,0
izin cerita janda 1 dewasa jujur keluarga kemarin campur urus tangga si ikut musuh diam bantah keluarga,0
andai ubah batu emas 24 karat tuhan berangkat haji kaya miskin,0
kemarin curhat tempat alhamdulillah kabar 2 kabar pulang ni angin hujan wa blok,0
istilah usaha sial pakta real 2 x alami pabrik ratus man tidur cuman tahan 2 doang sepi ambil usaha mes sih sebe sebe tidur tongkrong tidur kerja sepi suasana kerja daya tarik semangat huh ramai pesan pesan kadang jelas telah,0
arisan gitu riba 50 minggu total 11 minggu 500 ribu 50 ribu maaf bilang riba bilang,0
piutang bank bantu perin,0
prinsip pribadi cerai nikah 1 x hidup mati 1 x salah maaf juang usaha depan suai harap pribadi ganti tua,0
cerita dikit 2 kakak tengkar tegur sapa nge kata sungguh ayat hati tau d perlu d turut alas piutang k beda serba kurang makan hari juang mati hidup gaji minim kemarin kakak hina aki abis kata kirim pesan tangis hari sadar doa nabi sumpah serapah moga asa rasa,0
malam mimpi buruk bilang janda harga bilang kayak gitu ekspresi senyum marah bunyi tanda,0
kemarin mending lemas muntah kembung,0
bingung kakak bikin rencana kakak selesai bikin bikin bikin d en papan posisi kontrak resin piutang ambil alih bayar bapa sehat malas andal beri nyaa bebas piutang piutang adem banget omong bikin gitu gin bikin jam biaya bikin papan kayu mahal tidak apa apa kontrak enteng bapa omong pinjam bank ya tuhan urus riba kayak tabung bingung,0
kebun liat gong alias tawon madu madu coba masak tawon 1 sondok musibah langsung alergi akut badan gatal bengkak kayak kena ulet bulu muntah pusing sakit gigi sakit pinggang batuk sesak napas tensi darah 150 80 tang gel badai sakit liat makan habis 1 piring aman coba makan tawon cocok mati ngeri,2
gratis sekolah buang,0
assalamualaikum singkat cerita waris bangun mertua keluarga rumah ipar mertua ungkit enak hina rt 12 hasut nurut keluarga gaji jujur campur minggu 2 3 kali main rumah sambut masak minum ponakan 3 mandi rawat ka main handphone tidur sore kadang pulang magrib piring gelas belakang muntah bersih bersih acara bantu inap kasihan boomer boomer sakit minggu opname rawat gendong balita anggap mantu kakak ipar ka tenaga minggu boomer ajak pondok malang hari acara peduli sakit gang nifas mertua paksa berangkat pondok iba kuat pulang kampung awat sakit bingung kasihan kutuk mertua sengsara pas dengar surga tega pindah sekolah desa,2
curhat bibi adik dia tinggal kota kota gaji minggu lumayan sih minggu penuh cerita gin kaleng rokok simpan hilang 50 ribu pergi cek kaleng 200 pas pulang cek asa ngga enak beda buka deh hilang 50 ribu tambah bayar cicil motor bibi doang ngga rumah jual lapak emang desa suka kecewa kayak gitu gratis tinggal kontra makan wifi dll ngga bantu ngga beli rokok beli rokok makan makan kasi kerja nyari kerja balas kek maaf panjang curhat,0
cerita dikit kemarin adik nikah akur lebaran kemarin fitri nenek boomer lebaran kemari buru mudik pas mudik boomer nenek chat gitu balas pure balas embel adik ipar marah sampek sampek nikah kemarin kembar papa diam tegur sampek mati adik dia nol sopan banget ldm beda kota harus pas adik dia nikah pulang situ pas akad resepsi teman saudara sama gitu kasih ragam sek undang wajar sih marah ginian bikin marah baju undang kaya gitu ipar nyari nikah rumah mudik ulang kado jajan wajar sakit,2
curhat tangga uji ujung tanduk pergi tua singkat cerita omong aya salah masalah mah mah mah wang tangga cerita runding tua biar ditu bilang salah salah runding ya sadar cerita sadar tangga cek cok ter gantung sadar teh sadar bilang salah gitu lupa salah da tik tangga tuju tangga salah pikir cuman,0
assalamualaikum bunda sih beda beda rezeki beda kontra pindah kontra nyaman tu alhamdulillah rezeki liat post pindah kontra rezeki seret bingung,0
mertua posesif atur kaya tidak boleh serba tidak boleh uras mental banget mantu suruh nikah kena mental banget laku bingung marah jelek ancam mandiri serba lagi mertua marah,0
ayah gitu tau cowok suka katany nikah enak pusing urus tangga sakit hamil lahir nyaman pacar deh pikir nikah,0
malam tumpang curhat usia 2 pisah 4 pulang rumah tua d rt berat sabar ojok d dekat tangis d hirau marah bentak bentak caci maki nafkah g d y d kadang omong enak ambil duit 50 gede simpan 2 5 masuk rs 4 x untung pegang hasil ambil duit selingkuh kdrt capek d sakit d biar urus pulang alas d kota pisah abul aju gugat cerai bingung tuntu nafkah tau sifat d kenal bodoh tinggal bilang pinjam duit gilir d bayar kena imbas duit belanja sayur,1
halo halo bunda curhat jadi 1 1 kampung rantau susul sini iseng tau akun situ masuk pas liat pesan liat 4 pesan cewek open bo situ alamat ajak ketemu situ ad pesan langsung cek lokasi tau ap hasil open bo tau jadi 1 takut emang terima jujur sakit pas tau liat pesan asa air mata jijik banget liat emang laku tau tau jadi maaf cerita panjang,0
10 jarang hubung badan jari tang banding kali hubung badan 1 kerja lancar maklum karyawan gaji j gaji penuh kerja samping investasi tabung saham obligasi pegang hari beli bensin pulsa dll jajan jalan luar biaya tinggal rumah mertua tua kakak usaha tabung bangun tabung dana darurat tabung alokasi tabung bicara fokus bikin cicil tabung kecil betah tinggal mertua nyaman hubung badan mertua salah faktor bikin jarang hubung badan coba ajak hotel olak boros tabung pulang capek tenaga ajak hubung badan capek ajak hotel olak boros keluh cape suruh resign cari ringan gaji dikit tidak apa apa olak patuh saran kondisi hidup semangat bahagia nikah 1 pulang nyaman pergi cari kerja wajar normal jarang seks salah lalu masuk kritik pedas silah butuh perspektif kondisi silah catat umur 30 25 nikah kontrak paviliun tinggal mertua mertua tinggal rumah mertua mertua sepi almarhum hemat biaya,1
salah sih pikir rasional tipe langsung percaya kabar kabar logika debat beber logika sisi pandang kesan kaya sinis kabar bahagia ujung bukti pikir rasional bukti tahan kabar rasa urus erang dll pikir suka dengar cerita masuk logika proses progres hidup laku,0
bayang hilang 2 tua cepat tinggal genap 1 ikut usul sakit adik bungsu kuliah pukul takut hilang kendali tinggal r 2 emang kuliah kadang pulang 1 x minggu sayang salut awat bolak pulang kuliah jarak 2 jam rela tempuh lihat harap hancur kuliah remeh keluarga harap tiada moga ingin sukses goyah kuat tuhan amin,2
sah cerai pisah ranjang 1 perempuan mantan nikah sih banget nikah tahan laki laki gila wanita takut wanita gila balik alias rujuk,0
fase serah liat posisi hamil liat kn salin hari buka peduli andal tabung rudung cuman keluh hati teman curhat,0
salam kenal huni grup deh lihat post curhat teman komentar positif dukung dengki nyata huni grup,0
curhat dikit bunda suka pusing pikir menu makan bahan makan harga gaji pas suka pusing atur en cari susah kemarin cuci baju kasihan capek sisi suka pusing atur uang habis gaji pusing,1
en cerita keluh keluh nikah pacar laki laki 3 hubung g tinggal pamit akun media sosial blok minggu tinggal pacar g percaya ketemu handphone jadi trauma bawa takut tinggal luka g sangka sangka nikah 3 trauma ketemu ldm kampung paham g ajak posisi g nyari sana g bekal kontra makan dll mertua paham g mertua konflik mertua erti kalah trauma,2
usia bunda kaya asa sakit gigi gigi geraham kanan kiri habis tinggal akar coba minum obat sakit stres bawa dokter gigi geraham tinggal akar bin sakit banget ya tuhan,0
keluarga d nama y y bicara rajin ibadah y aga bawel akut hidup r y g tinggal aji d kadang pulang jam 10 jam 11 malam 3 4 kali 1 minggu y d y cemas serba salah kadang ponakan kadang tunggu d tetangga y pulang bingung omong y k k y y suka cerita k keluh g d tinggal akut y en ibadah y,1
pelit kasih gede kasih pegang peser,0
maaf curhat curhat bingung tinggal subuh asar jam 6 jam 4 piutang bapak saya rumah momong imam masjid tidak bisa pergi amanah benci banget terima sih imam enak nyari kesel bahagia pas suruh daan jaga rumah garmen kecil gaji 2 juta 2 juta penuh kadang 1 5 1 7 habis kos bensin makan kuota kadang beli perawatan kulit jajan sekolah penuh butuh rumah bayar kecuali piutang makan piutang singkat cerita pabrik 1 minggu atur bayar keringat urus teriak dengar tidak usah omong tau liat mu tidak bisa gara rewel tangis sibuk bayar keringat bapak ka adik ka tidak pernah kasih saku adik saku kadang 10 20 50 gue depan,0
besok pas 2 diam rumah tidur ranjang diam obrol tegur sapa jalan aktivitas tanggung nafkah tanggung urus masak cuci lelah cape suka tangis,1
arah bunda tidak apa apa mertua pagi sore omong problem mertua sih was was mending titip tip mertua timbang titip,0
enak 10 ribu hari pas sekolah 5 juta nyari,0
delima tinggal nikah gaji atur situ butuh hari kontra urus sekolah ongkos hari dll pusing sih atur uang en banget tinggal bingung siksa batin dah gitu hidup hari keluarga judi en banget tinggal,0
assalamualaikum cerita malam main main tau betah rumah alhamdulillah baik bantu antara zalim,0
bekas sunti pas lahir suka asa linu sakit pinggang punggung sebe kanan,0
nasib disabilitas tunarungu susah cari cari normal tagih perkara ambil motor pakai nama gadai inap suai janji kali masuk tunggak kembali motor gadai suruh alas surat advokat acara tanggal 25 suruh kantor tanggung ancam pidana angsur motor 15 kali telat 3 ulah tanggung ancam pidana 4 surat advokat adil bank niat kredit motor paksa,0
maaf warna,0
tangis tahan sakit pergi sulit cuek cuek pakai banget 8 rumah tangga diam susah komunikasi susah ajak musyawarah handphone main main libur hari tidur malam gadang bantu kerja tangga main judi henti piutang gali lubang tutup lubang tahan cuek d obrol kdrt kasar d sisi berat sisi kadang obat,0
menantu kaya harga harga la miskin ipar cerai cerai selingkuh kali kali ipar gajih umr remeh ipar dagang ayam remeh hasil ipar sakit hati cari gajih 10 juta bulan beda beda laku kali maaf hujat 1 keluarga jelek in mantan sakit hati main main beli mobil motor jenguk ipar mertua keluarga tawar makan minum tau bawa mobil duit harga in duit,1
hai bunda d gantung kisah kaya cuman beda main judol usaha bangkrut piutang tau tau d pakai tau tangga diam laku buat laki susah d ajak bareng usaha nol cape pakai cicil piutang tau beres ratus juta cape tau sadar salah ungkit wajar paham keluarga,1
laku anggap wa blok,0
assalamualaikum grup curhat usaha serabutan hasil bulan kadang 20 30 juta bulan tabung atm bilang beli suruh tinggal tu,0
assalamualaikum tangga gaji 50 ribu bulan 18 gaji 500 000 bulan puncak kemarin jan 2025 gaji 200 000 terima 1 rawat 9 bayar alas sewa tinggal guru honor mohon doa bayar bayar wifi bayar biaya hidup makan masak moga tuhan buka pintu rezeki beri amin 18 honor,0
assalamualaikum bunda mohon maaf mertua anggap menantu kandung tinggal mertua rantau pulang 2 izin pulang tinggal mertua mertua banget hasil 50 ribu 80 ribu hari mertua bilang tau simpan beli lauk masak makan mertua mertua bilang anggap mertua anggap menantu kandung,0
curhat bunda mana capek banget kerja urus 2 bunda irt capek banget sih masuk manja atur capek produktif burnout,1
halo bunda mohon saran sikap putri teman dia dorong bibi jontor pecah marah kian kali pas tau wa langsung luncur k sekolah sekolah tutup k kepala sekolah temu bikin kesel maaf dorong ajar teman terima luka bilang teman dia polisi tk terima kasih bantu,0
d perempuan tangga tulang punggung keluarga kaya teman,0
curhat uap isi hati maaf jorok gelisah 1 minggu ubah dingin malam tidur mintak pindah samping tidur minggu ubah suruh pindah samping maaf jorok seks 2 minggu mintak tidur tidur jam 11 mintak seru main handphone tonton film amar miskin kaya tidur bilang tidur capek tengkar pikir,1
banget hadap laki tukang cekcok salah balik bela pintar banget putar fakta 100 salah bikin balik ujung renung nih hadap en buntut mas,0
halo salam kenal cerita rudung 1 pis tua tinggal talak hamil lahir 1 cabut talak maaf seks pisah tu main perempuan bawa mabuk mabuk bareng suruh tutup akses perempuan tua sekolah kasi main perempuan bunda tangga maaf,0
curhat gin suka kesel sifat cuek banget dingin gitu kek kulkas pintu otak kerja emang gitu sih mah perempuan en laku kek romantis daya beda usia lumayan beda 10 beda pikir ta langsung nikah mesra,0
sulit keluarga pribadi npd salah keluarga pandai manipulasi debat pandai ain maaf maaf sensasi main ranjang pukau belas kali selingkuh main hati pria sanggup cerai cinta jalan bikin batin siksa,0
makan liat bini lapar laki en banget doa cepat mati biar ampe sabar banget tangga ma laki gitu dah 15 taun tangga temu jalan kuar,0
2 ad komunikasi blokir balas telpon angkat sempat rujuk larang q kasihan q jarang t t mertua q q serah besar pisah ranjang q,0
handphone diam,0
saran ka biar ekonomi stabil piutang mana posisi kurang saran dapat kak,0
sedih tau dah percaya,0
maaf izin curhat wanita magang usaha singkat cerita si wanita problem pinjam 4 juta 2021 susah banget hubung si wanita butuh mana nihil media sosial privat tau nama tinggal mana tau kuliah x lapor polisi susah tau,0
bu ajuk laku,0
ad kah uji rt ekonomi marah hasil ska kasar n suka mabuk handphone chat n vc wa bilang perempuan lelah kayak gin cerai izin,0
laki pilih kasi skip alas suka cinta selera makan tu selera,0
banget tetangga bandel banget dorong selokan hitam tangis lari kamar usia 3,0
dokter nyata kena lambung muntah pusing pas kena lambung jujur kemarin makan bakso makan bakso pakai cuka cari sakit habis 100 ribu dokter,0
cape banget ko cepat habis sih habis bayar 100 hari tau belanja 2 gitu jengah dengar gitu ko cepat habis gilir tau catat baca biar gitu 100 makan keluarga jajan perlu,0
tetangga sebe beli dagang beli harga pinjam,0
selingkuh d urus beban makan cukup butuh cukup abis perkara suruh pulang alas salah d mata syukur juang q temu bentar d doang y tuhan q hak suruh gin gitu diam ka hati harap,0
cerai judi piutang plus pisah ranjang 6 rujuk bujuk mertua alas kasihan rujuk si ayan kayak liat si cepat pisah si main nikah 1 maaf vulgar,0
kak periksa bidan jamur kuping selangkang gatal 2 abis obat gatal kau gatal kuping kering kupas kayak bening alami,0
q beda banget pandang hasil masuk gang pojok q hasil q neng urus urus 2 laki jemput sekolah haji q neng tangga kerja q kerja q tuntu mana warung beli butuh kumpul teman keluarga q anggap irt caci urut rezeki beda dapat q tau debat q pasrah tuhan q doa tuhan moga baik kahan sehat rezeki limpah d jadi akhlak q doa uang susah modal tidak ada jaga pojok ujung gang q,0
seks kadang q seks pergi q capek hidup rsa q dikit seks tobat hantu q bunda,0
maaf mertua benci 3 detik jadi rugi uduh jadi laku pintas pikir sih mati sumpek kesel omong alah udut banding ajar ramah balik piatu tinggal mama usia 3 sayang tiri usia 5 17 korban maki benci tiri limpah not usia 18 injak 4 usia nikah,2
ukur 5 kali 10 fondasi,0
percaya mata respons wanita senyum bari liat posisi minggu,0
durhaka biar lapar cerita masak ikan bakar siap makan siang bakar bibi pakai tungku 1 libur minggu 1 kali usia 3 mumpung libur tolong teman main masak ajak hubung bakar ikan titip pas seru handphone main ompol alhamdulillah umur 2 pipis bilang si ompol uda omong pipis ngga gubris ompol bikin jengkel masak beres uda tinggal pikir serah lapar uda ngga urus bantu,0
halo cerita serba slah paud bawa bekal 2 minggu bawa gitu nasi jajan tradisional roti kreasi gitu bilang makan dikit makan bawa sekolah semenjak jaga bagi nyata kalah bilang adik kasih bilang adik cerita lihat posisi buka bilang 1 syok marah tangis bilang tidak apa apa rumah makan situ makan pas bekal buang sampah pas marah blok makan habis geram slah bilang etis sih kayak pikir bawa porsi gitu kadang ksi 3 korban darah dorong lebam punggung tonjok,0
tangga sakinah mawadah rukun paham tengkar suruh pindah kuli bangun kenek mobil gajih 2 5 kadang 1 2 umr 5 juta doa bohong bohong ubah kn nambah gede umur pindah kuli bangun cekcok capek y salah sih pergi bilang hidup asa janda gitu kabar sakit ja respons,1
en makan urut masa enak makan warung ajak makan makan mahal beli beras makan minggu dapat aneh aneh,0
janda nikah bujang capek hadap egois 1 5 bulan minum susu formula arisan kadang q w en jajan cari kadang jajan kebel susu bilang kuli bangun gajih minggu gajih capek suka lihat 2 cewek bugil lonte buka 2 situ hambar kadang besit pergi bawa cerai asa janda kabar daring lihat lonte bikin status tiktok asa y duli cari,1
nak keras kepala mari dah menang dadi tangga awet sampek,0
liat liat lupa sakit,0
abis tengkar sakit mana sendi sendi sakit ngilu bebenah susah hari lumpuh panik bantu bantu hari hari aktivitas kerja tangga saya jujur tidak ada pikir lihat jalan sulit pegang kerja tangga sulit kali kali kondisi sakit piring kotor bekas cuci cape nyari duit 100 butuh alam usaha alam ambil kelas masak magang hotel nama sana sertifikat lisensi tambah hotel bintang 4 kesel lamar sana pikir tidak mau sanggup tangani beres kepala keluarga pilih fokus urus tangis hati sakit banget tuhan pikir duit duit bahas sepele kaya gin abis berangkat pamit saya salam posisi sakit sendi kuat kuat kuat moga jalan rezeki peduli,0
gin ldm jawa jawa berangkat cek handphone emang pegang handphone simpan curiga simpan cewek 1 kos kemarin jawa simpan nama cek emang cewek marah maki kasar sumpah wa p perempuan percaya bunda chat perempuan,0
sifat asli saudara pupu ipar,0
moga lilit piutang lancar air alir,0
sih grup marah kasar kayak celeng asu dll kadang pas spontan saking amber kaya marah gitu tangis amuk renti tengkar kek gitu amber suka amuk susah biar tangis,2
assalamualaikum maaf gaji 4 2 bulan gaji total pegang hari jatah 10 15 ribu hari beli susah beli rokok dll perlu anggap tanggung bunda mohon piutang,0
posisi capek banget mental pikir sana kemari kaya kaya pas muda pikir kaya utama kesal diam dah mutiara nikah usaha ajak diskusi rencana usaha masuk pikir beli barang kaya pusing pol posisi modal beli mobil tetangga bangun buru buru bangun mobil jual mobil kadang hati kontribusi hidup dah 1 dah alam nih solusi tangga pisah ginian yak,1
tumpang keluh kesah adik nikah tinggal bareng banget mantu mantu alas berisik belanja berisik lahir en tua pilih urus iri bunda laku gitu mertua mertua 3 minggu ipar gitu belanja omong tetangga kayak neng d mertua mau ogah maaf curhat,0
bunda maaf curhat nga sih saudara suka dengki paman nga suka lihat senang proyek bareng paman gaji marah nga tetangga ajak omong beli panas omong masuk daftar capek hadap model gitu suka bingung maaf bunda panjang curhat,1
menantu sayang mertua,0
nikah janda kerja banding mantan y hubung badan bilang mantan y enak pasang sakit hati banding bilang masak sakit hati,1
halo izin keluh kesah bingung nurut tua tua kontrak dekat g dekat takut tua campur tangga tua marah bilang susah rezeki g tua kasi liat hina tua g usaha bantu ekonomi tua marah,0
tuhan uras asa wanita npd 3 ubah sifat tuhan ubah lepas tuhan cinta hasrat wanita q muda 15 npd,0
laki laki anut paham minimal kaya deh miskin tuntu nafkah suka nafkah butuh tangga aman lo dah duit kelas azab sombong perkara cari duit perempuan perkara pulang derita butuh hamil pikir hamil enak bawa bayi perut dah nih laki hamil tidak apa apa layan bak raja perempuan patuh patuh kaya deh nafkah butuh tangga penuh,1
simpan asa lelaki laku,0
curhat dikit kak hujat nikah duda 1 nikah 3 masuk smp bilang sih kecewa banget susah hubung ajak ketemu alas cuman omong y sibuk tugas tidak percaya diri nikah status lajang kayak saudara tua usaha sikap nikah selisih ma saudara mertua gara atur biar main 3 les haji wajib jajan jalan cuman tiga bikin adik ipar bilang nikah beda usaha sambung bisany adik ipar suruh biar akur real sih cek cok reda cek cok mertua adik ipar 3 kayak ketemu kemarin ketemu alun otomatis cuman 30 bareng situ murung banget la alias bawa mobil sok gitu y sinis gitu parkir belakang pulang liat sih cuman liat cerita dah rumah masak suruh beli garam emosi jawab enak cuman beli garam marah situ beli langsung masak marah ayam ikut marah banting panci gitu terima barang banting selesai masak langsung tidur masuk kamar tamu tangis banting barang bentak kemarin marah,1
pusing banget bikin kampung fondasi cari pasang genteng cari fondasi pasang genteng 3 bulan selesai pasang bata tinggal rantau cari tambah pasang genteng pikir biar pulang pulang ongkos pulang pergi juta pulang wajib sih bangun cagak kampung,0
tumpang curhat bilang guna dikit kek tidak bisa bantu cari posisi cicil omong bingung bayi 4 24 jam urus gada bantu bantu kayak urus tinggal tua mertua laki tua omong bilang hemat hemat belanja butuh pikir belanja butuh butuh beli jajan sungkan pikir beli tuntu kayak urus keluh posisi habis caesar sakit kadang cuci baju setrika masak kadang tidak bisa tinggal gendong kerja kayak gitu bilang guna sesak plus emosi cicil keluarga ajak pusing,2
nasib hidup rumah boomer keponakan perempuan kelas 1 keponakan smp hubung akrab sd ganti jemput baju ragam akrab hubung en omong langsung antara akan harga jalan ketemu sapa berangkat sekolah pamit ma biasa bilang sifat rumah atap kayak gitu kadang pikir didik emang sifat hidup dua hadap tau kayak gitu mbok biar malas curhat biar kadang sebel,0
motor butut bapa susah atur sakit ekonomi sulit kakak adik suka zalim kalah,0
sih ketua rt rt masalah sampah sampah jemput senin rabu jum at sampah kumpul ujung gang 2 3 gang kumpul sampah situ komentar ketua rt sampah angkat buang sampah situ tanggap rt buang sampah tegur buang situ r inisiatif buar patok buang sampah buk rt marah patok rumit bilang buk sampah buang buk baut sampah sampah kumpul buk rt marah hak atur solusi bilang buk rt besok sampah surat rt gampang sulit ancam 2 minggu usul kemarin laku masalah sampah bayar susah butuh kadang kadang jam tukang kutip sampah lemes kaya perempuan malas bayar bilang mampir siap buk rt warga sombong suai nyata rt gitu takut maaf panjang gedek banget rt masalah sampah bayar sampah tu 3 keluarga kutip sampah bacot kesel banget,0
saudara kandung sukses lantas rendah andang sebe mata kadang pikir 2 juta apalagi hamil akan enteng en 2 juta lagi mas kayak mas sukses usaha laki salah sakit hati saudara lagi hamil suami apalagi butuh banget siap lahir lahir lagi,1
assalamualaikum salam kenal baca banyak kdrt syukur banget anti kdrt main tang tangga uji uji ekonomi bikin turun zaman susah cari kerja tuk lelaki usaha tuk sabar ni beras gada paksa makan beras ketan saudara tidak tau besok tau bantu doa moga hadap uji moga bunda sabar sehat rezeki limpah angkat sulit amin,0
assalamualaikum selamat pagi jelang siang curhat teman rantau rantau banyak anggur dukung keluarga kadang alhamdulillah lumayan ekonomi sekolah bentar lulus smk masuk pondok pesantren rencana doa bunda keluarga kabar tau hidup susah mertua telpon minggu 1 kali telpon singkat cerita kakak sini kampung susah cari ponakan kakak perempuan kakak laki kakak laki telpon gin kurang beli paket bayar diam chat facebook mentang baca blok wa facebook tuhan chat baca doang blok diam sombong tuhan sakit hati marah takut marah sakit asa sakit tarik en omong benci keluarga keluarga curhat maaf panjang,2
saran amal laku rezeki lancar mudah kerja,0
cerita cape banget tangga ikut campur tua tua ambil hak asuh teman tua kampung sd kelas 1 sekolah kampung sekolah sd ikhlas bawa tua tua paksa tua jahat banget campur urus hidup tenang tua kampung r 2,0
bunda bagi alam alami piutang bank lumayan macet 3 setor lunas angsur pokok,0
saran pikir suka tetangga main rumah pagi kadang sore cari suka main main rumah bentar pulang s kadang sensitif suruh main luar kadang adu bilang jahat galak saran sikap ramah suka adu,0
emang miskin emang rezeki alir deras rezeki asa sulit y orang tua saya resign motor z sulit makan alhamdulillah rezeki,0
izin curhat janda duda mantan hidup alas sang mantan ekonomi tau hasil atur iring jalan g nyaman nyaman mati y tahan tahan,2
d urus erti,0
maaf wajar benci orang tua saya anggap mati saking bilang suruh asi minum duli gitu rumah tangga butuh mertua bantu orang tua saya bantu butuh doang gilir doang kadang debat nyangkut kaya contoh sedih orang tua saya peduli ko sana gitu si curhat,0
ekonomi maaf tumpang sih sekolah bunda ketua iur beli kado guru ulang patok 30 ribu naik kelas iur kenang kenang iya pas ekonomi ada kaum dang mending kaya jujur berat tidak mau ekonomi beda omong belakang,0
halo halo ama bunda alam alami cuek banget salah tidak mau maaf maaf panjang gampang maaf diam diam tangis cuek tinggal ldr marah minggu kontak telpon jujur muak berat beliau ayah putri makan hati kayak mata olah hubung lanjut syukur tidak apa apa,0
alam besar bayi dewasa bantu keluarga andang status duda mudah,0
assalamualaikum teman taat nurut tua banding suka bentak omong kasar tua santun,0
curhat alami tinggal 4 pas rumah buku nikah tega banget harap banget kumpul sakit pikir,0
halo halo mohon maaf saran 14 2 laki umur 13 cewek umur 9 tangga ujung tanduk judol jual mobil tanah tempat jamin bank bilang tidak apa apa sita bank bilang sakit bilang pulang judi mohon,0
art kerja selesai jam pulang 1 jam duduk tindak,0
bawa pikir semenjak nikah usia 2 muda usia 35 bujang bawa 1 kayak nyata g usia 20 almarhum ramai d perut smp sd jatuh bengkok pikir rezeki d cari anggur libur banget kadang g pegang kali makan z tidak ada posisi 2 nikah langsung hamil kontrol tidak ada pinjam sn baju z usia 1 6 z cuman kebel kaos 8 biji popok baju usia bekas bekas baju kadang obat ko g betah lingkung kota d minggu gin kali tidak ada makan st sama k pinjam kn malu kelas 2 smp uang mantan suruh tanggal mantan sibuk urus makan pakai cari mantan peduli mantan pergi k nyanyi d sedih lihat ekonomi sayang k sayang ekonomi g ada tidak ada st mesti y bantu tidak ada modal piutang sn y hadap lelah,2
izin curhat nikah 5 okok rajin salat suka bantu kerja cuci baju cuci piring usaha jual kerja dua bantu bahan cuci piring bikin kulit masak dua tinggal kos kos belanja belanja banget beli benda bagus layak pakai bagus maksud sayang mending tabung biar gampang dapat suai ingin masam marah kadang tegur ee kadang pikir ni laki gampang banget kayak wanita bunda kayak gitu oh minggu jauh pulang kampung dadak kabar duka pulang rumah jujur kampung pikir lupa nikmat kampung halaman pikir biasa hilang wajar,0
apes banget siang ud niat ambil duit belanja ntar bar magrib habis magrib malas banget hubung besok masuk cicil bulan paksa ambil duit jam 8 n butuh tangga habis belanja hubung toserba langgan tutup toserba langgan lumayan murah kaum kendang kek alih toserba lumayan langgan harga si kasir nih salah produk lumayan bikin buka n liat nota produk beli produk kantong 1 beli masuk nota kantong niat irit bela n parkir motor biar bayar parkir bentar belanja irit tekor posisi jatah jajan biar tekor ampun banget,0
lelaki nih hamil tua masuk 7 seks sering minggu hamil rutin minggu 3 4 kali lihat tampil perut nafsu kasihan lihat engap apa lagi selingkuh pas hamil jujur,0
peluk putus asa hadap 5 nikah hidup ldr kaya gin bunda berat tinggal bandung hidup jakarta,2
